PULocationID,pickup_zone,pickup_hour,trips,avg_duration_min,median_duration_min,expected_duration_min,p90_duration_min,delay_rate,month,metric,low_sample,metric_order,unreliable_trips,benchmark_share_citywide_hour,benchmark_share_pickup_borough_hour,benchmark_share_pickup_zone_hour,benchmark_share_zone_pair_hour,pickup_borough,total_revenue,total_distance_mi,revenue_per_mile,avg_fare,scope,condition,avg_temperature_c,zero_distance_trips,zero_fare_trips,zero_distance_and_fare_trips,zero_distance_rate,zero_fare_rate,passenger_count_missing_rate,duplicate_key_rate
42.0,Central Harlem North,8.0,996,27.28960843373494,22.558333333333334,22.558333333333334,50.58333333333333,0.45481927710843373,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
78.0,East Tremont,16.0,33,47.0439393939394,30.6,30.6,89.76666666666667,0.45454545454545453,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
121.0,Hillcrest/Pomonok,16.0,44,45.019318181818186,33.225,33.225,83.63833333333335,0.45454545454545453,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
200.0,Riverdale/North Riverdale/Fieldston,8.0,33,42.7939393939394,35.166666666666664,35.166666666666664,77.06666666666668,0.45454545454545453,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
263.0,Yorkville West,0.0,1351,11.73807056501357,10.616666666666667,10.616666666666667,21.8,0.4544781643227239,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
41.0,Central Harlem,13.0,864,19.927179783950617,16.96666666666667,16.96666666666667,36.72833333333334,0.4537037037037037,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
211.0,SoHo,23.0,1497,14.528846582052996,12.05,12.05,26.983333333333334,0.45357381429525717,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
78.0,East Tremont,6.0,86,38.7906976744186,33.59166666666667,33.59166666666667,68.10833333333333,0.45348837209302323,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
74.0,East Harlem North,19.0,847,18.060114128295947,15.583333333333334,15.583333333333334,32.12333333333333,0.45336481700118064,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
41.0,Central Harlem,21.0,746,16.370196604110813,13.525,13.525,29.466666666666665,0.45308310991957107,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
21.0,Bensonhurst East,7.0,53,45.34496855345912,30.816666666666666,30.816666666666666,92.60333333333337,0.4528301886792453,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
92.0,Flushing,17.0,53,29.73553459119497,23.166666666666668,23.166666666666668,59.27666666666667,0.4528301886792453,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
20.0,Belmont,8.0,42,40.44087301587302,31.825,31.825,70.61166666666666,0.4523809523809524,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
218.0,Springfield Gardens North,16.0,42,38.82261904761905,32.69166666666666,32.69166666666666,70.675,0.4523809523809524,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
125.0,Hudson Sq,21.0,1036,15.512837837837838,13.2,13.2,28.375,0.4517374517374517,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
124.0,Howard Beach,10.0,31,39.575806451612905,28.466666666666665,28.466666666666665,74.0,0.45161290322580644,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
212.0,Soundview/Bruckner,10.0,31,34.85698924731182,26.6,26.6,76.08333333333333,0.45161290322580644,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
50.0,Clinton West,17.0,1580,16.77970464135021,14.175,14.175,30.18833333333334,0.45126582278481014,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
169.0,Mount Hope,6.0,60,30.005555555555553,21.975,21.975,60.46333333333334,0.45,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
157.0,Maspeth,16.0,40,26.005000000000003,20.4,20.4,47.781666666666666,0.45,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
50.0,Clinton West,10.0,1040,16.647996794871798,14.766666666666667,14.766666666666667,29.92166666666667,0.45,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
113.0,Greenwich Village North,1.0,1313,12.158060421426757,9.916666666666666,9.916666666666666,23.47,0.44935262757044936,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
216.0,South Ozone Park,15.0,67,24.885323383084575,14.166666666666666,14.166666666666666,60.02999999999998,0.44776119402985076,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
48.0,Clinton East,12.0,2522,15.711274121067936,12.633333333333333,11.916666666666666,29.49666666666667,0.4476605868358446,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
151.0,Manhattan Valley,21.0,975,14.523914529914531,12.716666666666667,12.716666666666667,25.78333333333334,0.4471794871794872,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
32.0,Bronxdale,7.0,47,53.75,46.28333333333333,46.28333333333333,95.83666666666666,0.44680851063829785,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
135.0,Kew Gardens Hills,8.0,47,36.029432624113475,23.2,23.2,64.07333333333334,0.44680851063829785,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
140.0,Lenox Hill East,21.0,2147,13.19695699425555,11.8,11.8,23.3,0.4466697717745692,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
131.0,Jamaica Estates,9.0,56,44.77738095238095,38.225,38.225,76.08333333333334,0.44642857142857145,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
123.0,Homecrest,9.0,56,34.62589285714286,22.266666666666666,22.266666666666666,69.44999999999999,0.44642857142857145,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
161.0,Midtown Center,3.0,177,14.664595103578154,11.416666666666666,11.416666666666666,26.993333333333336,0.4463276836158192,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
86.0,Far Rockaway,9.0,74,74.90247747747749,65.45833333333333,65.45833333333333,126.84333333333333,0.44594594594594594,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
41.0,Central Harlem,8.0,1180,21.798658192090397,18.508333333333333,18.508333333333333,40.57666666666668,0.4457627118644068,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
216.0,South Ozone Park,5.0,101,26.11930693069307,19.8,19.8,54.9,0.44554455445544555,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
100.0,Garment District,11.0,1715,17.761438289601553,14.75,12.841666666666667,31.823333333333355,0.4454810495626822,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
74.0,East Harlem North,12.0,723,21.49640387275242,17.833333333333332,17.833333333333332,39.77333333333334,0.44536652835408025,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
186.0,Penn Station/Madison Sq West,1.0,1231,13.938369888979151,12.1,12.1,25.216666666666665,0.44516653127538586,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
141.0,Lenox Hill West,1.0,620,11.016586021505377,9.441666666666666,9.441666666666666,20.783333333333335,0.44516129032258067,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
24.0,Bloomingdale,14.0,605,16.64283746556474,13.4,13.4,32.400000000000006,0.4446280991735537,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
123.0,Homecrest,10.0,54,45.93425925925926,35.36666666666667,35.36666666666667,90.05333333333334,0.4444444444444444,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
174.0,Norwood,7.0,63,39.47222222222222,28.5,28.5,80.26666666666667,0.4444444444444444,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
218.0,Springfield Gardens North,14.0,45,38.52185185185185,28.433333333333334,28.433333333333334,88.83,0.4444444444444444,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
149.0,Madison,16.0,36,32.15,22.266666666666666,22.266666666666666,66.94166666666666,0.4444444444444444,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
208.0,Schuylerville/Edgewater Park,13.0,36,31.789814814814818,28.65,28.65,54.35,0.4444444444444444,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
212.0,Soundview/Bruckner,19.0,36,31.12916666666667,25.025,25.025,57.45,0.4444444444444444,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
246.0,West Chelsea/Hudson Yards,4.0,405,11.922757201646089,9.75,9.75,21.700000000000014,0.4444444444444444,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
140.0,Lenox Hill East,22.0,1634,13.522919216646267,11.625,11.625,23.918333333333337,0.44430844553243576,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
75.0,East Harlem South,22.0,818,15.029115729421354,13.308333333333334,13.308333333333334,27.020000000000003,0.44376528117359415,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
75.0,East Harlem South,18.0,2105,16.581694378463975,13.366666666666667,12.566666666666666,31.070000000000004,0.4437054631828979,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
158.0,Meatpacking/West Village West,10.0,735,17.598140589569162,14.05,14.05,33.94333333333334,0.4435374149659864,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
125.0,Hudson Sq,12.0,681,18.882745961820852,15.183333333333334,15.183333333333334,35.75,0.4434654919236417,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
125.0,Hudson Sq,13.0,742,17.570530098831988,13.908333333333333,13.908333333333333,34.875,0.44339622641509435,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
259.0,Woodlawn/Wakefield,8.0,79,38.2253164556962,28.05,28.05,81.64666666666666,0.4430379746835443,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
55.0,Coney Island,17.0,70,50.52261904761905,42.08333333333333,42.08333333333333,97.58166666666666,0.44285714285714284,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
159.0,Melrose South,15.0,70,33.42714285714286,25.233333333333334,25.233333333333334,68.42666666666666,0.44285714285714284,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
48.0,Clinton East,10.0,2521,16.166871611794264,13.4,12.225,30.066666666666666,0.44268147560491866,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
72.0,East Flatbush/Remsen Village,20.0,61,34.143169398907105,25.6,25.6,58.81666666666667,0.4426229508196721,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
51.0,Co-Op City,19.0,61,31.931420765027323,24.95,24.95,59.083333333333336,0.4426229508196721,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
218.0,Springfield Gardens North,12.0,52,53.71057692307692,43.91666666666667,43.91666666666667,107.01333333333334,0.4423076923076923,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
155.0,Marine Park/Mill Basin,6.0,52,51.700961538461534,45.13333333333334,45.13333333333334,101.89166666666664,0.4423076923076923,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
55.0,Coney Island,19.0,52,28.140064102564104,24.358333333333334,24.358333333333334,56.268333333333324,0.4423076923076923,2026-02,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
