month,metric,pickup_borough,trips,total_revenue,total_distance_mi,revenue_per_mile,avg_fare,avg_duration_min
2026-03,revenue_per_mile_by_borough,EWR,31,3670.35,102.61999999999999,35.76641980120834,101.5725806451613,10.590860215053763
2026-03,revenue_per_mile_by_borough,Manhattan,3295054,86397870.79000002,8167865.989999999,10.577777707883284,17.973999215187362,14.82785132403496
2026-03,revenue_per_mile_by_borough,Unknown,4721,185348.22999999998,21844.4,8.484931149402133,28.658368989620843,18.081663489373717
2026-03,revenue_per_mile_by_borough,Brooklyn,157930,5780973.2700000005,885668.2599999999,6.527244489940287,32.12270841512061,30.159695645750215
2026-03,revenue_per_mile_by_borough,Queens,334197,22236365.06,3766809.68,5.90323561555677,49.230381272123935,34.625751976628564
2026-03,revenue_per_mile_by_borough,Staten Island,437,19353.42,3326.15,5.818565007591359,30.372356979405037,24.87418001525553
2026-03,revenue_per_mile_by_borough,Bronx,39436,1490565.88,315020.95,4.731640482958355,34.032182270007105,37.88735884301992
