PULocationID,pickup_zone,pickup_hour,trips,unreliable_trips,avg_duration_min,expected_duration_min,delay_rate,month,metric,benchmark_share_citywide_hour,benchmark_share_pickup_borough_hour,benchmark_share_pickup_zone_hour,benchmark_share_zone_pair_hour,low_sample
41,Central Harlem,16,1024,528,23.797884114583333,16.6,0.515625,2026-01,unreliable_trip_rate,0.0,0.0,0.5478515625,0.4521484375,False
75,East Harlem South,20,1220,625,15.49061475409836,13.033333333333335,0.5122950819672131,2026-01,unreliable_trip_rate,0.0,0.0,0.5877049180327869,0.4122950819672131,False
216,South Ozone Park,15,139,70,23.20695443645084,11.216666666666667,0.5035971223021583,2026-01,unreliable_trip_rate,0.0,0.0,0.7338129496402878,0.26618705035971224,False
41,Central Harlem,17,1216,610,20.470888157894734,14.508333333333333,0.5016447368421053,2026-01,unreliable_trip_rate,0.0,0.0,0.48355263157894735,0.5164473684210527,False
75,East Harlem South,13,1807,905,19.697343663530713,14.675,0.5008301051466519,2026-01,unreliable_trip_rate,0.0,0.0,0.40011068068622024,0.5998893193137798,False
216,South Ozone Park,18,104,52,21.754647435897432,12.0,0.5,2026-01,unreliable_trip_rate,0.0,0.0,0.7019230769230769,0.2980769230769231,False
75,East Harlem South,12,1705,845,19.790136852394916,14.725,0.49560117302052786,2026-01,unreliable_trip_rate,0.0,0.0,0.4064516129032258,0.5935483870967742,False
41,Central Harlem,15,1030,507,20.017912621359223,15.925,0.49223300970873785,2026-01,unreliable_trip_rate,0.0,0.0,0.46601941747572817,0.5339805825242718,False
246,West Chelsea/Hudson Yards,3,1188,584,11.461097081930415,9.05,0.49158249158249157,2026-01,unreliable_trip_rate,0.0,0.0,0.5698653198653199,0.43013468013468015,False
216,South Ozone Park,2,57,28,16.121637426900584,11.25,0.49122807017543857,2026-01,unreliable_trip_rate,0.0,0.0,1.0,0.0,False
75,East Harlem South,15,2283,1118,21.297503285151116,15.15,0.489706526500219,2026-01,unreliable_trip_rate,0.0,0.0,0.3569864213753833,0.6430135786246167,False
