PULocationID,pickup_zone,pickup_hour,trips,avg_duration_min,median_duration_min,expected_duration_min,p90_duration_min,delay_rate,month,metric,low_sample,metric_order,unreliable_trips,benchmark_share_citywide_hour,benchmark_share_pickup_borough_hour,benchmark_share_pickup_zone_hour,benchmark_share_zone_pair_hour,pickup_borough,total_revenue,total_distance_mi,revenue_per_mile,avg_fare,scope,condition,avg_temperature_c,zero_distance_trips,zero_fare_trips,zero_distance_and_fare_trips,zero_distance_rate,zero_fare_rate,passenger_count_missing_rate,duplicate_key_rate
41.0,Central Harlem,16.0,1024,23.797884114583333,16.6,16.6,50.54166666666667,0.515625,2026-01,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
75.0,East Harlem South,20.0,1220,15.49061475409836,13.033333333333335,13.033333333333335,26.955000000000005,0.5122950819672131,2026-01,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
216.0,South Ozone Park,15.0,139,23.20695443645084,11.216666666666667,11.216666666666667,57.75000000000001,0.5035971223021583,2026-01,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
41.0,Central Harlem,17.0,1216,20.470888157894734,15.641666666666666,14.508333333333333,39.99166666666667,0.5016447368421053,2026-01,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
75.0,East Harlem South,13.0,1807,19.697343663530713,15.15,14.675,36.96333333333334,0.5008301051466519,2026-01,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
216.0,South Ozone Park,18.0,104,21.754647435897432,12.0,12.0,51.29666666666667,0.5,2026-01,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
75.0,East Harlem South,12.0,1705,19.790136852394916,15.266666666666667,14.725,39.5,0.49560117302052786,2026-01,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
41.0,Central Harlem,15.0,1030,20.017912621359223,15.925,15.925,36.77,0.49223300970873785,2026-01,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
246.0,West Chelsea/Hudson Yards,3.0,1188,11.461097081930415,9.05,9.05,21.464999999999996,0.49158249158249157,2026-01,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
216.0,South Ozone Park,2.0,57,16.121637426900584,11.25,11.25,28.073333333333334,0.49122807017543857,2026-01,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
