PULocationID,pickup_zone,pickup_hour,trips,avg_duration_min,median_duration_min,expected_duration_min,p90_duration_min,delay_rate,month,metric,low_sample,metric_order,unreliable_trips,benchmark_share_citywide_hour,benchmark_share_pickup_borough_hour,benchmark_share_pickup_zone_hour,benchmark_share_zone_pair_hour,pickup_borough,total_revenue,total_distance_mi,revenue_per_mile,avg_fare,scope,condition,avg_temperature_c,zero_distance_trips,zero_fare_trips,zero_distance_and_fare_trips,zero_distance_rate,zero_fare_rate,passenger_count_missing_rate,duplicate_key_rate
216.0,South Ozone Park,16.0,91,33.35,19.816666666666666,19.816666666666666,79.33333333333333,0.5934065934065934,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
129.0,Jackson Heights,15.0,120,23.587777777777777,18.90833333333333,18.90833333333333,49.995000000000026,0.5583333333333333,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
216.0,South Ozone Park,15.0,99,30.214309764309764,17.416666666666668,17.416666666666668,72.15,0.5555555555555556,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
129.0,Jackson Heights,12.0,161,24.659627329192546,21.033333333333335,21.033333333333335,49.18333333333333,0.5341614906832298,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
216.0,South Ozone Park,14.0,118,24.57175141242938,11.366666666666667,11.366666666666667,65.12166666666666,0.5338983050847458,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
41.0,Central Harlem,14.0,1073,20.752795899347625,15.783333333333333,15.783333333333333,40.58666666666668,0.5181733457595527,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
41.0,Central Harlem,17.0,1279,20.510529059160802,15.133333333333333,14.783333333333333,42.42333333333334,0.5074276778733385,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
41.0,Central Harlem,15.0,1031,22.427077271257676,16.6,16.6,42.766666666666666,0.5053346265761397,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
75.0,East Harlem South,20.0,1347,14.46620885919327,12.0,12.0,26.510000000000012,0.49962880475129917,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
75.0,East Harlem South,19.0,1776,14.639714714714716,11.641666666666666,11.641666666666666,27.058333333333334,0.4983108108108108,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
75.0,East Harlem South,14.0,2015,19.859636062861867,14.833333333333334,13.916666666666666,38.52000000000004,0.49627791563275436,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
75.0,East Harlem South,11.0,1910,20.37541884816754,15.266666666666667,13.75,40.83666666666667,0.49162303664921464,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
50.0,Clinton West,16.0,1371,16.83796498905908,13.333333333333334,12.2,27.85,0.4908825674690007,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
41.0,Central Harlem,19.0,1215,15.725034293552813,11.85,11.6,30.393333333333345,0.4897119341563786,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
75.0,East Harlem South,18.0,2036,16.40503438113949,12.508333333333333,10.908333333333333,32.125,0.48870333988212183,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
228.0,Sunset Park West,21.0,43,25.23759689922481,20.966666666666665,20.966666666666665,44.28,0.4883720930232558,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
24.0,Bloomingdale,16.0,571,15.330793928779919,11.733333333333333,11.733333333333333,29.2,0.4868651488616462,2026-03,avg_duration_by_zone_hour,False,1,,,,,,,,,,,,,,,,,,,,
